Age at smoking initiation in chronic obstructive pulmonary disease	 http://www.ebi.ac.uk/efo/EFO_0005670	 HIGH
Age at smoking initiation in chronic obstructive pulmonary disease	 http://www.ebi.ac.uk/efo/EFO_0000341	 HIGH
Airway responsiveness in chronic obstructive pulmonary disease	 http://www.ebi.ac.uk/efo/EFO_0006897	 HIGH
Airway responsiveness in chronic obstructive pulmonary disease	 http://www.ebi.ac.uk/efo/EFO_0000341	 HIGH
Asthma or chronic obstructive pulmonary disease	 http://www.ebi.ac.uk/efo/EFO_0000341	 HIGH
Asthma or chronic obstructive pulmonary disease	 http://www.ebi.ac.uk/efo/EFO_0000270	 HIGH
Body mass in chronic obstructive pulmonary disease	 http://www.ebi.ac.uk/efo/EFO_0004340	 HIGH
Body mass in chronic obstructive pulmonary disease	 http://www.ebi.ac.uk/efo/EFO_0000341	 HIGH
Chronic obstructive pulmonary disease	  http://www.ebi.ac.uk/efo/EFO_0000341	  HIGH
Crohn's disease and sarcoidosis (combined)	 http://www.ebi.ac.uk/efo/EFO_0000384	 HIGH
Crohn's disease and sarcoidosis (combined)	 http://www.orpha.net/ORDO/Orphanet_797	 HIGH
Cystic fibrosis severity	 http://www.orpha.net/ORDO/Orphanet_586	 HIGH
Gene methylation in lung tissue	http://www.ebi.ac.uk/efo/EFO_0006959	HIGH
Idiopathic pulmonary fibrosis	  http://www.ebi.ac.uk/efo/EFO_0000768	  HIGH
Interstitial lung disease	http://www.ebi.ac.uk/efo/EFO_0004244	HIGH
Lung Cancer (DNA repair capacity)	http://www.ebi.ac.uk/efo/EFO_0001071	HIGH
Lung adenocarcinoma	  http://www.ebi.ac.uk/efo/EFO_0000571	  HIGH
Lung cancer	  http://www.ebi.ac.uk/efo/EFO_0001071	  HIGH
Non-small cell lung cancer	  http://www.ebi.ac.uk/efo/EFO_0003060	  HIGH
Pneumoconiosis in silica exposure		
Pulmonary emphysema	  http://www.ebi.ac.uk/efo/EFO_0000464	  HIGH
Pulmonary function	http://www.ebi.ac.uk/efo/EFO_0003892	HIGH
Sarcoidosis	http://www.orpha.net/ORDO/Orphanet_797	HIGH
Sepsis from pneumonia (survival)	http://www.ebi.ac.uk/efo/EFO_0000714	HIGH
Sepsis from pneumonia (survival)	http://purl.obolibrary.org/obo/HP_0100806	HIGH
Sepsis from pneumonia (survival)	http://www.ebi.ac.uk/efo/EFO_0003106	HIGH
Squamous cell carcinoma	  http://www.ebi.ac.uk/efo/EFO_0000707	  HIGH
YKL-40 levels	 http://www.ebi.ac.uk/efo/EFO_0004869	 HIGH
Chronic bronchitis	http://www.ebi.ac.uk/efo/EFO_0006505	HIGH
